finding_id,issue_title,unit,program,year,cause_detail,issue_detail,recommendation,outcomes_impact
FL-0034,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานจังหวัดสุพรรณบุรี,โครงการเพิ่มศักยภาพสินค้าเกษตรและอาหารปลอดภัย ๔.๐ ของจังหวัดสุพรรณบุรี,2561,,การดำเนินโครงการเพิ่มศักยภาพสินค้าเกษตรและอาหารปลอดภัย จากการประเมินความสำเร็จของโครงการในแต่ละกิจกรรมจะเห็นได้ว่ายังไม่สามารถบรรลุวัตถุประสงค์ของกิจกรรมทั้ง ไม่บรรลุวัตถุประสงค์,"๑.	สั่งการให้หน่วยงานที่เกี่ยวข้องและรับผิดชอบในการดำเนินโครงการ 
จัดทำฐานข้อมูลประวัติเกษตรกรกลุ่มเป้าหมาย 
เพื่อทราบสภาพปัญหา/ความต้องการของเกษตรกรที่ต้องการให้รัฐสนับสนุน 
โดยมีการศึกษาปัญหาและสำรวจความต้องการของเกษตรกร หรือกลุ่มเกษตรกร 
พร้อมทั้งปรับฐ","การดำเนินโครงการเพิ่มศักยภาพสินค้าเกษตรและอาหารปลอดภัย ๔.๐ 
ของจังหวัดสุพรรณบุรี ไม่บรรลุวัตถุประสงค์ ส่งผลกระทบ ดังนี้
๑.	เกษตรกรกลุ่มเป้าหมายในจังหวัดสุพรรณบุรี 
ไม่สามารถลดต้นทุนการผลิตในกระบวนการผลิตทางการเกษตรได้ 
พร้อมทั้งผลผลิตที่ได้อาจจะไม่มีคุณภา"
FL-0035,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานจังหวัดปทุมธานี,การจ้างที่ปรึกษาโดยใช้งบพัฒนาจังหวัด ของจังหวัดปทุมธานี,2561,และมีเจ้าหน้าที่ไม่เพียงพอที่จะดำเนินการด้วยตนเองจึงใช้วิธีการจ้างที่ปรึกษาโดยไม่ได้คำนึงถึงลักษณะงานที่เหมาะสมกับการจ้างที่ปรึกษา เจ้าหน้าที่ของหน่วยงานที่จัดทำโครงการจ้างที่ปรึกษามีความเข้าใจไม่ชัดเจนเกี่ยวกับระเบียบและหนังสือ สั่งการที่เกี่ยวข้อง,รวมทั้งได้ผลงานทางวิชาการที่สามารถนำไปสู่การแก้ปัญหาในเรื่องต่างๆ ตามข้อกำหนดในสัญญาตามระยะเวลาที่กำหนด ข้อตรวจพบที่,"
ให้หน่วยงานที่จัดทำโครงการจ้างที่ปรึกษาจัดให้มีระบบการจัดการองค์ความรู้ที่ได้รับจากการจ้างที่ปรึกษา 
เพื่อเผยแพร่และนำไปใช้ประโยชน์ต่อยอด 
และมีการติดตามประเมินผลการดำเนินโครงการโดยเฉพาะโครงการที่มีการจัดหาวัสดุ/อุปกรณ์ 
แจกจ่ายให้กับหน่วยงาน หรือชุมชน เ",
FL-0043,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,โครงการโรงเรียนดีใกล้บ้าน (แม่เหล็ก),2561,สาเหตุสำคัญที่ทำให้นโยบายโรงเรียนดีใกล้บ้าน ยังไม่สามารถควบรวมหรือยุบเลิกโรงเรียนขนาดเล็กได้ตามเป้าหมายที่กำหนด สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,มีโรงเรียนเครือข่ายที่ต้องดำเนินการควบรวมหรือยุบเลิกตา การดำเนินงานตามนโยบายโรงเรียนดีใกล้บ้าน จากการสุ่มตรวจสอบโรงเรียนดีใกล้บ้าน,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้เลขาธิการคณะกรรมการการศึกษา
ขั้นพื้นฐานพิจารณาดำเนินการสั่งการให้ผู้บังคับบัญชากำกับดูแลหน่วยงานที
รับผิดชอบทุกระดับให้ความสำคัญและปฏิบัติตามแนวทางที่กำหนดในคู่มือการดำเนินงาน
โรงเรียนดีใกล้บ้าน (แม่เหล็ก) อย่างเคร","โรงเรียนดีใกล้บ้าน (แม่เหล็ก) ที่ไม่สามารถดำเนินการได้ทำให้การใช้จ่ายงบประมาณ
ไม่บรรลุตามวัตถุประสงค์ของนโยบาย จำนวน 64.35 ล้านบาท และรัฐยังไม่สามารถ
ลดภาระค่าใช้จ่ายลงได้ จำนวน 782,500 บาท 
"
FL-0044,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลนครนครศรีธรรมราช,การบริหารกิจการประปาสำนักการประปาเทศบาลนครศรีธรรมราช,2561,การผลิตน้ำประปายังสะอาดไม่เพียงพอเพื่อใช้ในการอุปโภคและบริโภคได้อย่างปลอดภัยตามมาตรฐานน้ำบริโภค การวิเคราะห์ทดสอบแหล่งน้ำเพื่อใช้ในการผลิตน้ำประปาไม่เป็นไปตามคู่มือการผลิตน้ำประปาของการประปาส่วนภูมิภาค เจ้าหน้าที่สำนักการประปาฯ,การดำเนินงานไม่บรรลุวัตถุประสงค์หลักของการผลิตน้ำประปา การผลิตน้ำประปายังสะอาดไม่เพียงพอเพื่อใช้ในการอุปโภคและบริโภคได้อย่าง ปลอดภัยตามมาตรฐานน้ำบริโภค,"2.1 
การผลิตน้ำประปายังสะอาดไม่เพียงพอเพื่อใช้ในการอุปโภคและบริโภคได้อย่างปลอดภัยตามมาตรฐานน้ำบริโภค 
1. 
ให้มีการวิเคราะห์ทดสอบและกำหนดความถี่ในการทดสอบคุณภาพแหล่งน้ำที่ใช้ในการผลิตน้ำประปา 
น้ำในกระบวนการผลิต น้ำก่อนกรอง น้ำหลังกรอง น้ำประปา
2. 
ให้มีกา","2.1 การผลิตน้ำประปายังสะอาดไม่เพียงพอเพื่อใช้ในการอุปโภคและบริโภคได้อย่า
   ปลอดภัยตามมาตรฐานน้ำปบริโภค
1. ประชาชนอุปโภคและบริโภคน้ำประปาที่ไม่สะอาดส่งผลกระทบต่อสุขอนามัย
	2. ประชาชนขาดความเชื่อมั่นต่อผู้บริหารองค์กร 
และข้าราชการผู้รับผิดชอบที่ปล่อยปละละ"
FL-0045,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานท้องถิ่นจังหวัดสุราษฎร์ธานี,การบริหารจัดการสถานีสูบน้ำด้วยไฟฟ้าขององค์กรปกครองส่วนท้องถิ่นในจังหวัดสุราษฎร์ธานี ปีงบประมาณ 2556-2559,2561,,,,
FL-0046,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,โครงการชลประทานจังหวัดสุราษฏร์ธานี,โครงการจัดหาและเพิ่มพื้นที่ชลประทาน(บ้านวังมะปรางและบ้านหงส์เจริญ),2561,,,,
FL-0048,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานจังหวัดกำแพงเพชร,โครงการตามมาตรการสำคัญเร่งด่วนเพื่อช่วยเหลือเกษตรกรและคนยากในการเสริมสร้างความเข้มแข็งอย่างยั่งยืน (กยจ.) ของสำนักงานจัง,2561,ทั้งที่กระทรวงมหาดไทยได้มอบอำนาจให้ผู้ว่าราชการจังหวัดปฏิบัติราชการในการโอนเปลี่ยนแปลงรายการงบประมาณภายใต้วัตถุประสงค์ ไม่ให้ความสำคัญในการพิจารณาทบทวน กยจ.,ที่ดำเนินการแล้วเสร็จส่วนใหญ่ไม่สามารถพัฒนาและเสริมสร้างความเข้มแข็งของกลุ่มเกษตรกรโดยการเพิ่มรายได้ให้แก่กลุ่มเกษตรกรได้อย่างยั่งยืน กยจ. กยจ.,"ผู้ว่าการตรวจเงินแผ่นดินพิจารณาแล้วเห็นว่า เพื่อให้การดำเนินโครงการ กยจ. 
สามารถบรรลุวัตถุประสงค์ของโครงการ 
สามารถช่วยเหลือกลุ่มเกษตรกรและคนยากจนในการเสริมสร้างความเข้มแข็งได้อย่างยั่งยืน 
การดำเนินโครงการเป็นไปโดยประหยัด มีประสิทธิภาพ 
มีความคุ้มค่าของก","1. 
ทรัพย์สินที่เกิดจากงบประมาณแผ่นดินที่เมื่อดำเนินการแล้วไม่เป็นไปตามวัตถุประสงค์ของโครงการและหลักเกณฑ์ที่กำหนดทำให้เกิดความเสียหายและความไม่คุ้มค่าไม่ก่อให้เกิดประโยชน์เพื่อช่วยเหลือเกษตรกรและคนยากจนในการเสริมสร้างความเข้มแข็งอย่างยั่งยืน 
เป็นจำนวนเงิ"
FL-0049,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานท้องถิ่นจังหวัดพิจิตร,การบริหารจัดการขยะมูลฝอยขององค์กรปกครองส่วนท้องถิ่นจังหวัดนครสวรรค์และจังหวัดพิจิตร ปีงบประมาณ 2559 - 2560,2561,องค์กรปกครองส่วนท้องถิ่นขาดงบประมาณในการก่อสร้างสถานที่กำจัดขยะมูลฝอยที่ถูกต้องตามหลักวิชาการรวมทั้งการหาพื้นที่เพื่อก่อสร้างสถานที่กำจัดขยะมูลฝอยที่เหมาะสม เจ้าหน้าที่ผู้รับผิดชอบงานด้านบริหารจัดการขยะมูลฝอยขององค์กรปกครองส่วนท้องถิ่นมี 1.,การคัดเลือกพื้นที่สถานที่กำจัดขยะมูลฝอยไม่เป็นไปตามหลักเกณฑ์ที่กำหนด 1การกำจัดขยะมูลฝอยไม่เป็นไปตามมาตรฐานการจัดการขยะมูลฝอยและ องค์กรปกครองส่วนท้องถิ่นกำจัดขยะมูลฝอยแบบไม่ถูกต้อง,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ นายกเทศมนตรีนคร / 
นายกเทศมนตรีเมือง / นายกเทศมนตรีตำบล / นายกองค์การบริหารส่วนตำบล 
และผู้ว่าราชการจังหวัด พิจารณาดำเนินการ ดังนี้ 
นายกเทศมนตรีนคร/นายกเทศมนตรีเมือง/นายกเทศมนตรีตำบล/นายกองค์การบริหารส่วนตำบล 
1.","1. ปริมาณขยะตกค้างในสถานที่กำจัดขยะมูลฝอย 
โดยเฉพาะอย่างยิ่งสถานที่กำจัดขยะมูลฝอยที่
ไม่ถูกต้องตามหลักวิชาการทำให้เกิดปัญหาการปนเปื้อนต่อสิ่งแวดล้อมและส่งกลิ่นเหม็นรบกวน 
สร้างความเดือดร้อนรำคาญและเกิดผลกระทบต่อสุขภาพอนามัยของประชาชนในพื้นที่
2. ระบบบำบัด"
FL-0050,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานสหกรณ์จังหวัดอุตรดิตถ์,โครงการพัฒนาศักยภาพการผลิตและการตลาดผลิตผลการเกษตรโดยระบบสหกรณ์แบบครบวงจร,2561,1.เจ้าหน้าที่ผู้รับผิดชอบไม่นำข้อมูลและผลการดำเนินงานของสหกรณ์การเกษตรมาใช้ประกอบการพิจารณาจัดทำโครงการ 2.ไม่มีการติดตามประเมินผลโครงการ,ผลการดำเนินงานไม่บรรลุตามเป้าหมาย,"1.กำชับให้เจ้าหน้าที่ที่เกี่ยวข้องนำข้อมูลและผลการดำเนินงานของสหกรณ์การเกษตรมาใช้ประกอบการพิจาณาจัดทำโครงการในครั้งต่อๆไป
2.แต่งตั้งคณะกรรมการติดตามประเมินผลโครงการ
","1.โครงการฯ ไม่สามารถบรรลุวัตถุประสงค์ของโครงการภายในระยะเวลาที่กำหนด
2.ไม่สามารถนำข้อมูลที่ได้จากการประเมินผลมาปรับใช้ในการบริหารจัดการโครงการได้อย่างมีประสิทธิภาพ
3.สมาชิกสหกรณ์การเกษตร กลุ่มเกษตรกร 
ประชาชนทั่วไปเสียโอกาสในการได้ใช้ประโยชน์จากอุปกรณ์การ"
FL-0051,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,จังหวัดขอนแก่น,โครงการพัฒนาศักยภาพอุตสาหกรรมพืชอาหารและพืชพลังงานทดแทน ปีงบประมาณ พ.ศ.2559,2561,ตลอดจนการประเมินและกำหนดตัวชี้วัด 1.การดำเนินโครงการเป็นการบูรณาการร่วมกันของ ทิศทางการดำเนินการ,จังหวัดขอนแก่นจัดทำโครงการพัฒนาศักยภาพอุตสาหกรรมพืชอาหารและพลังงานทดแทน การดำเนินโครงการไม่บรรลุผลสำเร็จตามวัตถุประสงค์ของโครงการหลัก เพื่อช่วยเหลือเกษตรกรที่ปลูกข้าวให้มีความรู้,"1.ในโอกาสต่อไปการจัดทำโครงการที่มีลักษณะบูรณาการร่วมกันหลายหน่วยงาน 
ทุกหน่วยงานควรประสานแผนการดำเนินการและข้อมูลที่เกี่ยวข้อง 
และสั่งกำชับเจ้าหน้าที ที่รับผิดชอบให้จัดทำข้อเสนอโครงการให้เป็นไปตามหลักการ
จัดทำโครงการที่ดี โดยต้องกำหนดวัตถุประสงค์และเป้าห","1.ทำให้สมาชิกข้าวศูนย์ชุมชน จำนวน 4,000 ราย ขาดโอกาสในการได้รับปัจจัยส่งเสริม
การปลูกข้าวจากหน่วยงานที่ร่วมบูรณาการ เพื่อนำมาพัฒนาการปลูกข้าวให้ได้เมล็ดพันธ
ที่มีคุณภาพและปริมาณมากกว่าที่เป็นอยู่และสามารถนำไปใช้เป็นเมล็ดพันธุ์สำหรับ
แจกจ่ายให้กับเกษตรกรรา"
